id,label
417,1
328,0
129,0
153,0
2,1
74,0
200,0
484,1
420,1
99,0
90,1
98,1
32,0
383,1
280,0
415,1
222,0
398,1
363,1
63,1
93,0
404,1
245,1
297,1
210,1
24,1
117,0
389,1
452,1
91,1
47,1
423,1
212,1
325,0
189,0
488,1
282,1
181,0
465,1
217,1
408,1
179,0
367,1
425,1
211,1
412,1
259,1
494,1
481,1
125,0
38,0
34,0
384,1
281,0
12,0
118,1
123,0
85,1
151,0
187,1
234,1
321,0
180,0
39,1
254,0
46,0
70,0
36,1
164,0
490,1
171,1
133,0
267,0
464,1
26,1
375,1
110,1
390,1
373,0
300,0
362,1
53,1
319,0
429,1
67,0
314,0
387,1
377,1
433,1
453,1
220,0
96,0
270,1
293,0
130,1
500,1
446,1
403,1
95,1
345,1
400,1
135,0
419,0
14,1
380,1
139,1
107,1
240,0
295,1
170,1
155,0
163,0
341,0
224,0
475,1
229,0
178,0
246,0
477,1
150,0
460,1
233,1
413,1
89,0
313,0
426,1
56,1
410,1
174,0
219,1
364,0
227,1
216,0
489,1
1,1
449,1
161,1
379,1
221,1
275,1
223,1
487,1
407,1
115,0
437,1
369,0
72,1
257,0
243,1
385,1
60,1
287,1
255,1
158,1
266,0
258,0
322,0
149,1
114,1
450,1
27,1
31,0
55,0
411,1
6,0
349,0
394,1
421,1
71,1
427,1
445,1
80,1
491,1
396,1
81,1
434,1
148,0
20,0
108,1
459,1
351,1
132,1
371,1
388,1
431,1
253,0
268,1
49,0
190,1
157,0
399,1
37,1
116,0
308,1
409,1
443,1
15,0
124,1
493,1
485,1
82,0
285,0
251,1
358,0
10,1
188,0
52,1
94,1
120,1
159,1
126,1
167,1
195,0
424,1
156,0
336,0
244,1
397,1
28,0
145,1
13,0
8,1
193,0
381,1
368,0
18,1
194,1
30,0
442,1
333,1
456,1
248,0
165,1
186,1
480,1
497,1
335,1
304,0
457,1
286,1
342,0
78,0
260,1
76,0
272,1
361,1
205,1
127,0
338,0
327,1
172,0
147,0
43,0
299,0
57,1
324,0
230,0
393,1
366,0
382,1
277,1
112,1
483,1
21,1
113,0
276,1
225,0
121,1
290,1
11,0
273,0
454,1
66,0
441,1
204,1
87,0
476,1
152,1
468,1
355,1
35,1
474,1
337,0
138,0
218,0
303,1
42,0
61,0
192,0
22,0
128,0
478,1
455,1
209,0
184,1
473,1
236,1
48,0
428,1
136,0
438,1
279,0
263,1
486,1
58,0
401,1
499,1
141,0
92,1
348,0
201,1
103,0
199,0
226,0
470,1
202,1
162,1
213,1
378,1
45,0
154,1
288,0
214,1
312,1
305,1
4,1
436,1
264,1
169,0
144,1
302,1
185,0
284,0
451,1
44,0
495,1
19,1
331,1
75,1
461,1
294,0
444,1
51,0
177,1
238,1
391,1
292,1
183,1
242,1
206,0
435,1
466,1
16,0
5,0
347,0
197,0
168,1
416,1
65,0
498,1
306,0
102,1
354,1
249,1
332,0
247,1
131,1
346,1
298,0
365,0
376,1
343,1
340,0
395,1
447,1
372,1
256,1
196,0
330,1
492,1
414,1
360,0
353,0
239,1
250,0
334,0
9,1
261,0
77,0
462,1
29,1
17,1
323,0
235,0
23,0
296,1
339,1
472,1
320,1
137,1
278,1
215,0
176,1
418,1
182,1
241,1
405,1
228,1
175,0
109,1
370,0
479,1
140,1
73,1
283,1
146,1
237,0
402,1
191,1
274,0
64,1
232,0
315,1
262,1
291,1
392,1
160,1
111,0
59,1
467,1
482,1
439,1
7,1
101,1
316,0
309,0
68,1
105,1
310,0
203,0
432,1
119,0
84,1
40,1
374,1
448,1
62,0
198,1
496,1
69,1
311,0
97,0
54,0
25,0
406,1
265,0
33,0
430,1
3,1
463,1
104,1
350,1
86,0
122,0
326,0
352,0
440,1
458,1
344,1
106,1
79,0
252,1
469,1
231,0
317,0
422,1
207,0
269,0
301,0
356,0
83,0
142,0
100,1
88,1
143,1
41,1
318,0
359,0
289,1
50,1
329,1
173,0
134,1
357,0
271,0
208,0
166,1
471,1
386,1
307,1
