id,label
103,0
499,1
265,0
104,0
340,0
171,0
144,0
210,0
418,0
427,0
219,0
447,1
241,0
65,0
216,0
378,1
324,0
330,0
138,0
19,0
52,0
498,1
491,1
371,1
287,0
398,1
278,0
457,1
98,0
119,0
358,0
49,0
327,0
141,0
266,0
225,0
220,0
295,0
310,0
276,0
4,1
243,0
445,1
347,0
435,1
250,0
465,0
302,0
191,0
428,1
268,0
223,0
252,0
283,0
375,0
36,1
234,0
78,0
180,0
489,1
328,0
92,1
226,0
318,0
475,1
365,0
11,0
385,1
114,0
193,0
286,0
361,0
68,0
213,0
296,0
145,0
415,1
57,0
403,1
142,0
29,0
22,0
482,1
80,0
69,1
362,0
299,0
409,1
493,1
45,0
453,1
437,0
71,0
174,0
279,0
247,0
470,1
47,0
280,0
244,0
201,0
364,0
258,0
368,0
363,0
96,0
303,0
208,0
261,0
272,0
84,0
309,0
13,0
190,0
204,0
128,0
462,1
175,0
406,1
474,1
463,1
282,0
25,0
33,0
113,0
259,0
118,0
73,0
183,0
31,0
271,0
7,0
90,0
152,0
292,0
487,1
387,1
129,0
408,1
20,0
203,0
95,0
77,0
229,0
89,0
214,0
480,1
456,0
392,0
187,0
496,0
196,0
205,0
127,0
245,0
160,0
262,0
389,1
43,0
339,0
106,0
399,1
197,0
273,0
67,0
354,0
137,0
350,0
123,0
105,0
404,1
288,0
315,0
139,0
441,1
452,1
221,0
369,0
444,1
122,0
195,0
311,0
359,0
331,0
202,0
63,1
21,0
485,1
294,0
481,0
382,0
172,0
83,0
38,0
264,0
227,0
472,1
342,0
319,0
290,0
429,1
476,1
232,0
440,1
185,0
108,0
5,0
167,0
466,1
411,1
91,0
215,0
394,0
161,0
18,0
133,0
416,1
255,1
1,0
153,0
164,0
317,0
492,1
184,0
424,1
46,0
420,1
333,0
458,0
484,1
131,0
334,0
150,0
343,0
497,1
356,0
42,0
326,0
304,0
48,0
173,0
257,0
270,0
76,0
455,1
192,0
374,0
305,0
402,0
40,1
230,0
488,1
306,0
320,0
281,0
182,0
469,1
44,0
81,0
209,0
60,0
353,0
169,0
312,0
459,1
3,0
147,0
2,0
478,1
34,0
14,0
396,1
423,1
254,0
372,0
422,1
407,1
17,0
170,0
212,0
53,0
430,1
291,0
237,0
32,0
321,0
383,1
132,0
436,1
143,0
206,0
388,0
344,0
240,0
151,0
450,1
251,1
165,0
62,0
337,0
82,0
349,0
111,0
66,0
228,0
336,0
314,0
329,0
88,0
148,0
454,1
308,0
384,1
218,0
275,0
332,0
23,0
260,0
155,0
421,1
231,0
443,1
376,1
433,1
434,1
162,0
181,0
449,1
199,0
59,0
442,1
109,0
56,0
412,1
9,0
99,0
341,0
15,0
460,1
325,0
102,0
357,0
26,0
100,1
211,0
146,0
381,1
467,0
116,0
189,0
479,1
249,1
94,0
500,1
468,1
289,0
355,0
284,0
426,1
239,1
41,0
400,1
107,1
301,0
395,1
256,0
154,0
401,1
50,0
130,0
238,0
490,1
380,1
313,0
269,0
397,1
8,0
425,1
120,0
124,0
217,0
158,0
85,0
159,0
438,0
168,0
112,0
410,1
97,0
140,1
322,0
367,0
346,0
110,0
30,0
157,0
446,1
414,1
352,0
177,0
391,1
235,0
486,1
198,0
64,0
87,0
413,1
236,0
39,0
55,0
188,0
126,0
348,0
121,0
179,0
86,0
338,0
54,0
267,0
285,0
377,1
360,0
461,1
345,0
386,0
405,1
316,0
246,0
156,0
194,0
176,0
75,0
93,0
448,1
16,0
373,0
432,1
200,0
263,0
248,0
6,0
134,0
37,0
379,1
351,0
61,0
298,0
483,0
431,1
135,0
419,0
224,0
101,0
207,0
58,0
117,0
115,0
79,0
24,0
72,0
149,0
477,1
27,0
125,0
242,0
12,0
293,0
163,0
274,0
35,0
136,0
178,0
335,0
51,0
28,0
370,0
495,1
439,1
390,1
393,1
307,0
366,0
233,0
277,0
323,0
451,1
10,0
417,1
464,1
297,0
166,0
471,1
74,0
300,0
222,0
70,0
494,1
473,0
253,0
186,0
