id,label
417,1
328,0
129,0
153,0
2,1
74,1
200,0
484,1
420,1
99,0
90,0
98,0
32,0
383,1
280,1
415,1
222,0
398,1
363,1
63,1
93,1
404,1
245,0
297,0
210,0
24,1
117,0
389,1
452,1
91,1
47,0
423,1
212,0
325,0
189,0
488,1
282,0
181,0
465,1
217,1
408,1
179,0
367,1
425,1
211,1
412,1
259,0
494,1
481,1
125,0
38,0
34,0
384,1
281,0
12,1
118,0
123,0
85,0
151,0
187,0
234,1
321,0
180,0
39,0
254,0
46,0
70,0
36,1
164,0
490,1
171,1
133,0
267,0
464,1
26,0
375,0
110,0
390,1
373,0
300,0
362,0
53,0
319,0
429,1
67,0
314,0
387,1
377,1
433,1
453,1
220,0
96,0
270,0
293,0
130,0
500,1
446,1
403,1
95,1
345,0
400,1
135,0
419,1
14,0
380,1
139,1
107,1
240,0
295,1
170,0
155,0
163,0
341,0
224,0
475,1
229,0
178,0
246,0
477,1
150,0
460,1
233,0
413,1
89,0
313,0
426,1
56,0
410,1
174,0
219,1
364,0
227,1
216,0
489,1
1,1
449,1
161,0
379,1
221,1
275,0
223,0
487,1
407,1
115,0
437,1
369,0
72,0
257,0
243,0
385,1
60,0
287,0
255,1
158,0
266,0
258,0
322,0
149,1
114,0
450,1
27,0
31,0
55,0
411,1
6,0
349,0
394,1
421,1
71,0
427,1
445,1
80,0
491,1
396,1
81,1
434,1
148,1
20,0
108,0
459,1
351,0
132,0
371,1
388,1
431,1
253,0
268,0
49,0
190,1
157,0
399,1
37,0
116,0
308,0
409,1
443,1
15,0
124,0
493,1
485,1
82,0
285,0
251,1
358,0
10,0
188,0
52,0
94,0
120,0
159,0
126,1
167,1
195,0
424,1
156,0
336,0
244,0
397,1
28,0
145,0
13,0
8,0
193,0
381,1
368,0
18,0
194,0
30,0
442,1
333,0
456,1
248,0
165,0
186,0
480,1
497,1
335,0
304,0
457,1
286,0
342,0
78,0
260,0
76,0
272,1
361,0
205,0
127,0
338,0
327,0
172,0
147,0
43,0
299,0
57,0
324,1
230,0
393,1
366,0
382,1
277,1
112,0
483,1
21,0
113,0
276,1
225,0
121,0
290,0
11,0
273,0
454,1
66,0
441,1
204,0
87,0
476,1
152,1
468,1
355,0
35,0
474,1
337,0
138,0
218,0
303,0
42,0
61,0
192,0
22,0
128,0
478,1
455,1
209,0
184,0
473,1
236,0
48,0
428,1
136,0
438,0
279,0
263,0
486,1
58,0
401,1
499,1
141,1
92,1
348,0
201,0
103,0
199,0
226,0
470,1
202,0
162,0
213,1
378,1
45,0
154,1
288,0
214,0
312,0
305,1
4,1
436,1
264,0
169,0
144,1
302,0
185,0
284,0
451,1
44,0
495,1
19,0
331,1
75,0
461,1
294,0
444,1
51,0
177,0
238,0
391,1
292,0
183,0
242,0
206,0
435,1
466,1
16,0
5,0
347,1
197,0
168,0
416,1
65,0
498,1
306,0
102,1
354,0
249,1
332,0
247,0
131,0
346,0
298,0
365,0
376,1
343,1
340,0
395,1
447,1
372,1
256,0
196,0
330,1
492,1
414,1
360,0
353,0
239,1
250,0
334,0
9,1
261,0
77,0
462,1
29,0
17,1
323,0
235,0
23,1
296,1
339,0
472,1
320,0
137,1
278,1
215,0
176,0
418,1
182,0
241,0
405,1
228,0
175,0
109,0
370,0
479,1
140,1
73,0
283,1
146,1
237,0
402,1
191,0
274,0
64,1
232,0
315,1
262,0
291,0
392,0
160,0
111,0
59,0
467,1
482,1
439,1
7,0
101,0
316,0
309,0
68,0
105,0
310,0
203,0
432,1
119,0
84,0
40,1
374,1
448,1
62,0
198,0
496,1
69,1
311,0
97,0
54,0
25,0
406,1
265,0
33,0
430,1
3,1
463,1
104,1
350,1
86,0
122,0
326,0
352,0
440,1
458,1
344,0
106,1
79,0
252,0
469,1
231,0
317,0
422,1
207,0
269,0
301,0
356,0
83,0
142,0
100,1
88,1
143,1
41,0
318,0
359,0
289,0
50,0
329,0
173,0
134,1
357,0
271,0
208,0
166,1
471,1
386,1
307,0
