id,label
498,1
432,1
479,1
155,0
89,0
276,1
172,0
234,0
231,0
441,1
286,1
238,0
372,1
266,1
291,1
423,1
158,0
51,0
401,0
322,1
183,0
332,0
345,1
80,0
476,1
403,1
76,0
354,1
499,1
64,1
188,0
316,1
280,1
459,1
75,0
357,1
309,1
318,1
139,0
232,0
484,1
119,0
329,1
271,1
78,0
12,0
261,1
302,1
450,1
111,0
284,1
486,1
469,1
405,1
226,0
148,0
285,1
41,0
195,0
451,1
55,0
350,0
464,1
131,0
149,0
306,1
228,0
335,1
177,0
26,0
265,1
253,0
19,0
281,1
296,1
204,0
497,1
425,1
59,0
156,0
88,0
358,1
326,1
184,0
473,1
127,0
152,1
492,1
219,0
29,0
377,1
471,1
21,0
114,0
134,0
50,0
367,1
179,0
422,1
374,1
478,1
258,1
115,0
33,0
83,0
197,0
18,0
70,0
181,0
65,0
68,0
457,1
166,0
122,0
124,0
98,0
446,1
493,1
239,1
45,0
135,0
7,0
53,0
182,0
283,1
368,1
452,1
361,1
351,1
30,0
37,0
359,1
494,1
327,1
400,1
410,1
150,0
369,1
380,1
118,0
112,0
449,1
146,0
304,1
113,0
61,0
24,1
392,1
227,0
384,1
413,1
244,0
412,1
189,0
128,0
381,1
191,0
371,1
307,1
461,1
31,0
349,1
86,0
420,1
344,1
173,0
250,0
475,1
460,1
79,0
440,1
221,0
162,0
458,1
2,0
360,1
38,0
404,1
109,1
93,0
391,0
47,0
339,1
62,0
138,0
438,1
160,0
337,1
348,1
395,1
106,1
121,0
107,1
397,1
295,1
211,1
388,1
34,0
153,0
346,1
385,1
54,0
256,1
126,0
44,0
143,0
117,0
315,1
319,1
22,0
409,1
87,0
123,0
424,1
320,1
488,1
375,1
343,1
94,0
190,0
133,0
84,0
274,1
282,1
383,1
199,0
229,0
382,1
32,0
373,1
273,1
370,1
310,1
321,1
462,1
63,0
69,1
312,1
480,1
43,0
235,0
223,0
225,0
100,1
399,1
176,0
254,1
77,0
15,0
356,1
454,1
72,0
434,1
187,0
49,0
448,1
220,0
298,1
196,0
92,1
439,1
201,0
342,1
99,0
52,0
496,1
242,0
11,0
442,1
104,0
255,1
163,0
57,0
272,1
147,0
154,0
25,0
108,0
436,1
257,1
421,1
194,0
10,0
151,0
314,1
396,1
17,0
389,1
453,1
241,0
28,0
103,0
141,0
466,1
263,1
105,0
180,0
140,1
3,1
489,1
366,1
378,1
468,1
323,1
406,1
482,1
447,1
402,1
206,0
224,0
470,1
142,0
90,0
415,1
129,0
56,0
336,1
4,1
73,0
259,1
317,1
288,1
445,1
407,1
170,0
398,1
16,0
102,0
246,0
66,0
352,1
376,1
214,0
248,0
243,0
251,1
294,1
325,1
110,0
277,1
313,1
5,0
218,0
311,1
213,0
414,1
82,0
427,1
97,0
9,0
408,1
334,1
96,0
267,1
136,0
8,0
40,0
477,1
430,1
210,0
67,0
168,0
1,0
237,0
490,1
217,0
144,0
207,0
379,1
279,1
456,1
167,0
71,0
300,1
418,1
341,1
212,0
175,0
363,1
116,0
481,1
411,1
169,0
429,1
417,1
293,1
85,0
433,1
324,1
48,0
426,1
437,0
390,1
6,0
132,0
465,1
330,1
120,0
487,1
262,1
474,1
81,0
444,1
14,0
216,0
230,0
443,1
215,0
419,1
387,1
164,0
264,1
467,1
186,0
42,0
362,1
249,1
333,1
178,0
130,0
91,0
331,0
393,1
95,0
305,1
252,1
247,0
268,1
485,1
290,1
13,0
394,1
171,0
355,1
174,0
222,0
308,1
192,0
364,1
20,0
36,1
202,0
35,0
491,1
137,0
200,0
233,0
270,1
353,1
278,0
275,1
27,0
386,1
463,1
39,0
287,1
431,1
301,0
495,1
269,1
435,1
236,0
245,0
23,0
292,1
338,1
240,0
472,0
347,1
303,0
185,0
46,0
203,0
157,0
193,0
125,0
340,1
165,0
455,1
500,1
260,1
297,1
159,0
74,0
365,1
416,1
483,1
328,1
289,1
299,1
209,0
60,0
58,0
145,0
428,1
161,0
208,0
205,0
198,0
101,0
