id,label
32,0
234,0
74,0
339,0
237,0
270,0
360,0
94,0
446,0
66,0
429,0
47,0
249,1
109,0
459,1
233,1
152,1
199,0
60,0
304,0
340,0
200,0
136,0
341,0
225,0
220,0
278,0
282,0
69,0
105,0
236,0
349,0
239,0
365,0
401,0
283,1
484,1
284,0
25,0
243,0
466,1
179,0
79,0
391,0
367,0
490,1
398,0
49,0
168,0
8,0
259,0
311,0
88,0
388,0
4,1
326,0
118,1
122,0
143,0
14,0
213,0
354,0
187,0
238,1
397,1
204,0
480,1
307,0
263,0
161,0
38,0
37,0
203,0
235,0
467,1
228,0
411,0
380,0
369,0
443,0
57,0
30,0
431,0
334,0
451,1
460,1
48,0
377,0
269,0
346,0
180,0
126,0
260,0
223,1
356,0
495,1
452,0
433,0
400,0
475,0
426,0
11,0
77,0
461,1
244,0
437,0
21,0
169,0
345,0
479,1
468,1
196,0
277,0
256,0
320,0
212,0
276,0
159,0
115,0
98,0
258,0
289,0
6,0
97,0
266,0
138,0
134,0
324,0
442,1
141,0
488,1
347,0
413,0
375,0
34,0
281,0
268,1
399,0
224,0
279,0
23,0
404,0
496,0
457,1
257,0
362,0
439,0
50,0
352,0
242,0
214,0
409,0
314,0
151,0
415,0
241,0
121,0
177,0
147,0
275,0
43,0
189,0
182,0
285,0
73,0
29,0
497,1
477,1
444,0
333,0
432,0
325,0
396,0
379,0
464,1
90,0
24,0
72,0
458,1
410,0
130,0
51,0
387,0
322,0
335,0
209,0
53,1
313,0
245,0
483,1
309,0
135,0
156,0
58,0
184,0
145,0
42,0
78,0
190,0
129,0
210,0
424,0
84,0
319,0
465,1
201,0
423,0
264,0
215,0
337,0
271,0
261,0
91,0
150,0
160,0
176,0
450,0
321,0
240,0
128,0
371,0
125,0
305,0
110,0
251,0
162,0
19,0
36,1
44,0
186,0
131,0
405,0
363,1
486,1
393,0
342,0
22,0
328,0
253,0
291,1
492,1
27,1
499,1
17,0
192,0
227,0
351,0
357,0
330,0
217,0
290,0
449,0
64,0
417,0
142,0
412,1
441,1
197,0
56,0
406,0
119,0
221,0
16,0
120,0
474,1
124,0
3,1
329,0
139,0
434,0
463,0
392,0
18,0
59,0
493,1
86,0
438,0
82,0
476,1
33,0
310,0
302,0
308,0
219,0
208,0
76,0
40,0
93,0
316,0
288,0
246,0
2,0
116,0
13,0
117,0
70,0
296,0
403,0
494,1
489,0
385,0
378,0
137,0
323,0
344,0
9,0
106,1
61,0
485,1
149,0
167,0
123,0
113,0
390,1
370,0
436,0
420,0
165,0
456,1
67,0
318,0
300,0
453,1
428,0
172,0
359,0
353,0
394,0
366,0
294,0
348,0
462,1
163,0
374,0
376,0
455,0
193,0
101,0
327,0
218,0
491,1
65,0
448,0
255,1
312,0
419,0
421,0
46,0
26,0
205,0
191,0
383,0
425,1
173,0
427,0
226,0
175,0
183,0
52,0
350,0
293,0
75,0
435,0
211,1
498,1
297,0
422,0
386,0
306,0
154,0
95,0
10,0
55,0
286,0
287,1
81,0
301,0
315,0
158,0
92,0
132,0
331,1
355,0
381,0
164,0
254,0
195,0
111,0
440,0
104,0
303,0
295,1
140,1
481,1
20,0
107,1
299,0
80,0
368,0
99,0
12,0
267,0
1,1
414,0
454,1
127,0
487,1
15,0
298,0
272,0
274,0
471,1
45,0
447,0
418,0
416,0
146,0
103,0
230,0
231,0
85,0
87,0
343,1
336,0
372,0
292,0
408,0
207,0
389,0
361,0
470,1
216,0
248,0
229,0
364,0
358,0
181,0
31,0
198,0
108,0
472,1
71,0
170,0
62,0
317,0
280,0
153,0
155,0
478,1
473,1
500,0
469,1
54,0
262,1
112,0
194,0
232,0
144,1
202,0
133,0
222,0
250,0
39,1
35,0
5,0
188,0
63,0
185,0
100,1
166,1
174,0
265,0
206,0
7,0
96,0
395,0
157,0
402,0
41,0
482,1
114,0
148,0
430,0
252,0
445,1
83,0
28,0
273,0
407,1
89,0
384,1
332,0
338,0
68,0
178,0
171,1
382,0
247,1
102,0
373,0
