id,label
188,0
115,1
9,1
280,1
195,1
288,1
490,1
267,1
4,1
99,0
165,0
402,1
22,0
78,0
86,0
477,1
301,1
324,1
91,1
68,1
64,1
256,1
291,1
88,1
222,0
453,1
65,0
55,0
347,1
182,1
113,0
236,0
121,1
417,1
489,1
481,1
21,0
109,1
385,1
440,1
445,1
85,1
90,0
257,1
350,1
398,1
142,0
114,0
329,1
330,1
449,1
444,1
122,0
300,1
8,1
229,0
349,1
185,0
180,1
247,1
346,1
79,0
405,1
155,0
112,1
241,0
216,1
499,1
452,1
415,1
435,1
455,1
383,1
45,0
269,1
117,0
389,1
87,0
457,1
410,1
184,1
199,0
434,1
454,1
370,1
32,0
447,1
167,1
397,1
1,1
367,1
340,1
328,1
187,1
264,1
363,1
475,1
437,1
92,1
156,0
331,1
458,1
286,1
198,1
213,1
238,1
461,1
119,0
192,0
433,1
42,0
15,0
312,1
147,0
276,1
116,0
428,1
308,1
432,1
464,1
277,1
234,1
333,1
224,0
400,1
393,1
380,1
160,0
274,1
51,0
242,0
218,0
133,0
193,0
372,1
14,0
168,1
75,1
492,1
403,1
136,1
297,1
131,1
105,1
404,1
135,0
20,1
253,1
130,1
387,1
230,0
487,1
272,1
159,0
326,1
356,1
77,0
227,1
201,0
474,1
23,1
262,1
318,1
287,1
13,0
399,1
263,1
411,1
378,1
82,0
412,1
337,1
261,1
304,1
146,1
401,1
28,0
43,0
19,0
178,0
39,0
321,1
29,0
63,1
145,0
129,0
436,1
420,1
103,0
252,1
450,1
423,1
212,1
293,1
226,0
476,1
18,1
327,1
49,0
369,1
124,1
186,1
430,1
352,1
53,1
469,1
467,1
153,0
205,0
181,0
259,1
106,1
169,0
429,1
344,1
98,0
72,1
365,1
34,0
348,1
69,1
221,1
409,1
26,1
390,1
250,1
10,1
279,1
313,1
339,1
207,0
157,0
150,1
151,0
6,0
177,1
25,1
35,0
245,1
382,1
345,1
200,0
292,1
294,1
392,1
460,1
56,1
46,0
206,1
175,0
310,1
171,1
80,0
211,1
379,1
342,1
374,1
471,1
377,1
484,1
100,1
323,1
438,1
494,1
173,0
361,1
488,1
215,0
358,1
473,1
298,1
496,1
132,0
57,0
96,0
391,0
102,1
283,1
446,1
441,1
284,1
93,1
127,0
17,1
67,0
355,1
472,1
24,1
118,1
210,1
52,0
334,1
138,0
202,0
426,1
71,0
480,1
128,0
137,1
220,0
217,1
278,1
425,1
33,0
311,1
364,1
341,1
254,1
176,1
335,1
419,1
44,1
371,1
140,1
396,1
12,1
197,0
442,1
500,1
258,1
74,1
386,1
448,1
161,1
40,1
482,1
285,1
66,0
108,0
101,1
495,1
190,1
248,0
295,1
307,1
170,0
468,1
104,1
47,0
373,1
81,1
94,1
498,1
439,1
246,0
466,1
394,1
27,0
97,0
443,1
249,1
314,1
120,0
166,1
231,1
3,1
41,0
456,1
189,0
479,1
163,0
38,0
37,0
148,1
244,1
266,1
84,1
203,0
384,1
95,1
491,1
381,1
214,1
164,0
486,1
305,1
58,1
76,1
154,1
463,1
5,0
183,0
359,1
208,0
83,0
422,1
360,1
306,1
465,1
470,1
351,1
275,1
123,0
408,1
362,1
59,0
60,0
319,1
144,1
30,0
317,1
270,1
11,1
343,1
139,1
219,1
16,0
413,1
125,0
320,1
158,1
282,1
414,1
73,1
406,1
322,1
228,1
388,1
240,0
427,1
309,1
316,1
483,1
223,1
232,0
174,0
235,0
191,0
424,1
271,1
485,1
7,0
478,1
325,1
418,1
255,1
162,1
54,0
416,1
111,0
126,1
31,1
61,1
354,1
172,0
462,1
451,1
357,1
48,0
281,1
268,1
260,1
243,0
179,0
36,1
152,1
421,1
239,1
376,1
225,1
70,1
395,1
196,0
2,1
233,1
338,1
299,1
459,1
110,1
62,0
368,1
296,1
134,1
375,1
209,0
204,1
273,1
194,1
251,1
89,0
302,1
366,1
497,1
315,1
332,1
237,0
290,1
303,0
50,0
407,1
353,1
336,1
289,1
107,1
149,1
143,1
141,1
265,1
431,1
493,1
