id,label
446,0
364,0
397,1
205,0
207,1
453,0
408,0
455,1
415,1
101,0
344,0
70,0
340,0
441,1
281,0
312,0
46,0
378,0
471,1
223,1
108,0
95,0
323,0
215,0
370,1
161,0
146,0
395,0
436,1
213,0
89,0
470,1
63,0
368,1
72,0
428,0
100,0
309,0
472,1
216,0
362,1
220,1
50,0
248,0
387,0
234,0
30,0
115,0
51,0
225,0
49,0
422,0
112,0
483,0
290,1
355,1
33,0
346,1
180,1
127,1
219,0
121,0
356,0
195,0
360,0
349,0
442,1
335,1
447,1
276,1
492,1
231,1
14,0
449,0
206,0
85,0
399,1
83,0
159,0
424,1
479,1
430,1
5,0
382,1
204,0
260,0
13,0
414,0
54,0
311,0
244,1
418,0
257,0
297,0
478,1
283,1
256,1
214,0
391,0
133,0
268,0
267,0
79,0
106,0
439,0
464,0
131,0
233,0
175,1
35,0
324,0
291,0
52,0
308,1
443,0
279,1
142,1
189,0
440,0
69,0
103,0
236,0
151,0
97,0
134,1
338,0
250,0
96,0
401,0
498,1
499,0
92,0
245,0
109,0
114,0
141,1
179,1
4,0
377,0
125,0
303,1
407,0
184,0
319,1
118,1
53,0
34,0
342,0
27,0
11,0
426,0
500,1
152,0
155,0
111,0
373,0
188,1
429,1
80,0
6,0
71,0
381,0
82,0
135,0
458,1
187,0
7,0
241,0
3,0
292,1
451,1
90,0
232,0
372,1
76,0
240,1
371,0
350,1
450,0
306,0
351,0
457,0
191,1
224,1
380,1
78,0
48,0
369,0
246,0
38,0
39,0
298,1
366,0
164,0
282,0
172,1
193,0
163,1
144,1
352,1
273,1
329,1
200,0
174,1
495,0
300,0
487,0
77,0
286,0
259,1
124,0
419,0
417,0
123,0
456,0
385,0
462,0
274,0
365,1
258,0
275,0
404,1
288,0
170,1
25,0
316,1
339,0
210,0
196,0
226,0
183,1
45,0
486,0
432,0
325,0
489,0
343,0
334,0
136,1
262,1
468,0
278,0
392,0
24,0
357,1
336,0
354,1
58,0
197,1
21,0
202,1
266,0
452,0
16,0
444,1
421,1
201,0
1,0
403,1
98,0
41,0
2,0
93,0
270,1
157,0
326,0
261,1
166,0
435,0
74,0
235,0
119,0
169,0
181,0
177,1
496,0
293,1
396,1
390,1
488,1
484,1
44,0
221,0
156,1
480,0
47,0
359,1
255,0
20,0
162,0
491,0
154,0
176,0
242,1
475,1
465,0
57,0
466,0
280,1
75,0
99,0
416,0
433,1
105,0
128,0
26,0
285,1
320,0
84,0
12,0
116,0
413,1
185,1
363,1
104,0
199,0
145,0
315,0
198,1
107,1
171,0
117,0
467,0
15,0
238,1
317,0
497,1
330,0
81,0
62,0
386,1
367,1
287,0
383,1
167,1
394,0
59,0
137,0
253,0
437,1
194,1
345,1
388,0
113,0
454,0
314,1
212,0
307,1
299,1
22,0
203,1
149,0
87,0
263,0
406,0
376,0
36,0
469,0
358,0
182,0
249,1
463,0
42,0
411,0
138,0
427,0
126,1
379,0
448,1
139,0
393,0
272,1
67,0
143,0
64,0
321,0
265,1
333,1
402,0
269,0
476,0
158,0
296,0
29,0
423,1
43,0
409,0
353,1
494,0
120,0
122,0
130,0
91,0
481,1
251,0
55,0
56,0
165,1
148,1
37,0
389,0
434,1
295,0
222,0
40,0
398,1
313,0
294,0
445,0
243,0
252,0
68,0
94,0
490,1
88,0
361,1
31,0
337,1
460,0
17,0
60,0
493,0
186,0
405,0
192,1
302,0
384,1
431,0
304,1
474,1
477,0
473,1
412,0
375,0
173,1
208,1
247,0
374,0
129,1
102,0
438,0
400,0
110,0
237,0
322,0
209,1
425,0
218,0
61,0
32,0
318,1
217,0
230,1
459,1
327,1
10,0
271,1
410,0
190,0
18,0
168,0
140,0
348,0
178,0
331,0
328,0
420,0
277,1
160,0
28,0
65,0
228,1
239,0
23,0
289,0
482,0
153,0
229,0
150,0
19,0
66,0
264,0
147,0
485,1
8,0
73,0
227,0
86,0
9,0
332,1
461,0
347,0
132,1
305,1
301,1
341,1
310,0
284,0
211,1
254,1
