id,label
114,1
85,0
95,0
102,0
15,0
27,0
123,0
121,0
429,1
153,1
47,0
453,1
435,1
297,0
222,0
247,0
257,1
488,1
440,1
425,1
475,1
363,0
334,1
175,0
468,1
413,0
88,1
21,1
372,1
58,0
336,1
14,0
415,1
338,0
80,1
388,0
92,1
249,1
351,0
438,1
304,1
113,1
199,0
126,0
65,0
73,0
470,1
25,0
295,1
406,0
124,1
361,1
352,0
138,1
371,1
55,0
48,0
321,0
373,1
447,1
115,0
255,1
30,0
104,1
418,1
486,1
12,1
490,1
350,1
478,0
431,1
441,1
369,1
60,1
449,1
28,1
172,0
82,0
109,0
328,0
499,0
462,1
422,1
46,0
400,1
128,0
50,0
395,1
219,0
202,0
41,1
151,1
271,1
265,1
210,0
366,1
62,0
487,0
396,0
465,0
224,1
195,0
260,1
354,1
157,0
32,1
57,0
166,1
474,1
402,1
330,1
5,0
410,1
315,1
308,0
182,0
240,0
460,1
162,1
272,0
374,0
31,0
193,0
198,0
185,0
93,0
376,0
341,1
385,1
397,0
208,0
213,1
207,1
472,1
131,1
116,0
158,1
217,0
445,1
68,0
105,0
365,1
404,1
317,0
412,1
7,0
130,1
244,0
416,1
246,0
156,0
451,1
267,0
184,1
106,1
75,1
174,1
53,0
223,0
13,0
381,0
1,0
40,0
191,1
167,0
386,1
444,1
196,0
266,0
216,0
283,1
491,1
76,0
235,1
346,1
437,0
306,1
178,0
64,1
215,0
132,0
391,0
225,0
254,1
239,1
161,0
203,1
291,1
4,1
159,0
42,1
497,1
270,1
165,1
229,1
399,1
292,1
455,0
320,1
230,0
181,1
232,1
302,1
81,0
288,0
323,1
274,1
252,0
91,1
489,1
29,0
448,0
22,0
287,1
398,1
347,1
296,0
160,0
327,0
368,1
392,0
390,1
463,1
94,0
78,1
33,0
135,0
318,1
250,1
74,0
149,0
16,0
90,0
236,0
294,1
111,1
143,0
84,0
148,0
86,0
150,1
358,1
331,1
378,1
262,0
479,1
59,0
89,0
54,1
439,0
245,0
432,1
231,0
494,1
367,0
355,1
201,0
335,1
209,0
322,1
66,0
134,0
83,0
108,1
147,0
483,0
69,1
6,1
141,0
359,1
485,1
305,1
261,0
186,0
119,0
144,0
71,0
100,0
409,1
200,0
152,1
163,1
2,0
19,0
498,0
393,1
383,1
212,0
96,0
72,0
120,0
35,1
450,1
263,1
145,1
314,1
436,1
189,1
61,0
24,1
324,1
348,1
20,1
344,1
45,1
375,1
3,1
8,1
473,1
303,1
480,0
434,1
454,1
49,1
353,1
242,1
23,1
77,1
194,0
403,1
340,0
342,1
51,1
39,0
394,0
466,0
456,1
133,0
426,1
285,1
364,1
380,1
34,0
421,1
101,1
356,1
316,0
98,0
241,0
44,0
293,0
183,0
125,0
218,0
476,0
313,1
281,0
484,1
139,1
154,0
452,1
277,1
112,0
146,0
384,1
420,1
482,1
227,0
137,1
122,0
258,1
36,0
477,1
38,0
471,1
417,1
103,0
118,1
500,1
171,1
140,0
461,1
333,1
428,1
423,1
459,1
389,1
43,1
10,0
310,1
142,0
259,1
377,0
79,0
251,0
176,0
312,1
226,0
187,0
442,0
164,0
273,1
382,1
370,1
63,0
414,0
411,1
464,0
97,0
278,1
11,0
492,0
136,0
362,1
481,1
279,1
256,0
168,1
169,0
173,0
443,1
17,0
220,0
298,1
228,0
238,0
52,0
343,1
155,0
337,1
446,1
405,1
407,1
379,1
401,1
430,1
204,0
332,1
180,0
177,0
276,1
467,1
9,0
56,0
457,0
127,0
26,1
87,0
117,1
192,0
107,0
110,0
170,1
495,0
284,1
205,1
99,1
469,1
280,1
67,0
307,1
345,1
275,1
282,1
234,0
311,1
248,0
424,1
387,1
206,0
408,1
37,0
211,0
197,0
188,1
360,0
253,0
329,1
299,0
286,0
237,1
70,0
326,0
419,0
339,0
290,1
190,0
309,1
214,1
179,0
458,0
129,0
233,1
269,1
319,0
268,1
221,0
18,1
349,1
493,1
427,0
300,1
357,0
496,0
325,1
243,1
289,1
301,1
264,0
433,1
